Date,Open,High,Low,Close,Volume
03-04-2017,29737.73047,30007.48047,29668.44922,29706.60938,47300
10-04-2017,29752.61914,29838.82031,29442.25977,29461.44922,40700
17-04-2017,29470.26953,29701.18945,29241.48047,29365.30078,56300
24-04-2017,29407.67969,30184.2207,29392.99023,29918.40039,50400
01-05-2017,30021.49023,30176.55078,29804.11914,29858.80078,61200
08-05-2017,29915.11914,30366.42969,29877.41016,30188.15039,51200
15-05-2017,30287.36914,30712.34961,30273.61914,30464.91992,66500
22-05-2017,30638.88086,31074.07031,30247.59961,31028.21094,66000
29-05-2017,30944.38086,31332.56055,30869.90039,31273.28906,54300
05-06-2017,31274.74023,31430.32031,31087.2793,31262.06055,55900
12-06-2017,31225.42969,31260.76953,31017.17969,31056.40039,58800
19-06-2017,31168.98047,31522.86914,31110.39063,31138.21094,151200
26-06-2017,31194.67969,31294.96094,30680.66016,30921.60938,46700
03-07-2017,31156.03906,31460.69922,31017.10938,31360.63086,39600
10-07-2017,31510.61914,32109.75,31471.41016,32020.75,73000
17-07-2017,32053.98047,32131.91992,31626.43945,32028.89063,72400
24-07-2017,32100.2207,32672.66016,32058.33008,32309.88086,60200
31-07-2017,32412.19922,32686.48047,32107.99023,32325.41016,56500
07-08-2017,32377.80078,32396.14063,31128.01953,31213.58984,57300
14-08-2017,31299.51953,31937.50977,31298.90039,31524.67969,47100
21-08-2017,31609.92969,31678.18945,31220.5293,31596.06055,53300
28-08-2017,31756.86914,31944.09961,31360.81055,31892.23047,46800
04-09-2017,31932.19922,31932.19922,31560.32031,31687.51953,41000
11-09-2017,31798.31055,32356.10938,31797.89063,32272.60938,42600
18-09-2017,32361.36914,32524.10938,31886.08984,31922.43945,95700
25-09-2017,31986.40039,32016.51953,31081.83008,31283.7207,48000
02-10-2017,31537.81055,31844.2793,31440.48047,31814.2207,27200
09-10-2017,31862.19922,32508.58984,31769.40039,32432.68945,44900
16-10-2017,32488.23047,32699.85938,32319.36914,32389.96094,31300
23-10-2017,32411.85938,33286.51172,32312.74023,33157.21875,80500
30-10-2017,33260.10156,33733.71094,33164.28125,33685.55859,251800
06-11-2017,33710.14844,33865.94922,33108.08984,33314.55859,347700
13-11-2017,33397.41016,33520.82031,32683.58984,33342.80078,62400
20-11-2017,33365.83984,33738.53125,33288.21094,33679.23828,50700
27-11-2017,33640.51172,33770.14844,32797.78125,32832.94141,40200
04-12-2017,32968.01953,33285.67969,32565.16016,33250.30078,51500
11-12-2017,33317.71875,33621.96094,32886.92969,33462.96875,80100
18-12-2017,33364.51953,33964.28125,32595.63086,33940.30078,66500
25-12-2017,33980.76172,34137.96875,33752.03125,34056.82813,45400
01-01-2018,34059.98828,34188.85156,33703.37109,34153.85156,52300
08-01-2018,34216.32813,34638.42188,34216.32813,34592.39063,49100
15-01-2018,34687.21094,35542.17188,34687.21094,35511.57813,154100
22-01-2018,35613.96875,36268.19141,35544.67969,36050.44141,96100
29-01-2018,36106.35938,36443.98047,35006.41016,35066.75,89200
05-02-2018,34718.85156,34874.17188,33482.80859,34005.76172,110400
12-02-2018,34203.33984,34535.07813,33957.32813,34010.76172,83100
19-02-2018,34053.94922,34167.60156,33554.37109,34142.14844,88300
26-02-2018,34225.71875,34610.78906,34015.78906,34046.94141,55700
05-03-2018,34034.28125,34060.12891,32991.14063,33307.14063,63100
12-03-2018,33468.16016,34077.32031,33119.92188,33176,65800
19-03-2018,33268.96875,33354.92969,32483.83984,32596.53906,58800
26-03-2018,32536.43945,33371.03906,32515.16992,32968.67969,56100
02-04-2018,33030.87109,33697.51172,32972.55859,33626.96875,50200
09-04-2018,33653.60938,34313.14063,33578.91016,34192.64844,75200
16-04-2018,33944.73047,34591.80859,33899.33984,34415.57813,43500
23-04-2018,34493.69141,35065.37109,34259.26953,34969.69922,51900
