Date,Net Asset Value,Repurchase Price,Sale Price
2019-08-07,112.8985,,
2019-08-08,114.6832,,
2019-08-09,115.5471,,
2019-08-13,113.5026,,
2019-08-14,114.6236,,
2019-08-16,114.7786,,
2019-08-19,114.8874,,
2019-08-20,114.4723,,
2019-08-21,113.4511,,
2019-08-22,111.6597,,
2019-08-23,112.5516,,
2019-08-26,114.8709,,
2019-08-27,115.5092,,
2019-08-28,114.8392,,
2019-08-29,113.9913,,
2019-08-30,114.8531,,
2019-09-03,112.4979,,
2019-09-04,112.9068,,
2019-09-05,113.0007,,
2019-09-06,113.9674,,
2019-09-09,114.5932,,
2019-09-11,115.0322,,
2019-09-12,114.5763,,
2019-09-13,115.5053,,
2019-09-16,114.804,,
2019-09-17,112.8398,,
2019-09-18,113.1447,,
2019-09-19,111.7029,,
2019-09-20,117.8662,,
2019-09-23,121.1173,,
2019-09-24,120.9432,,
2019-09-25,119.322,,
2019-09-26,120.693,,
2019-09-27,120.0297,,
2019-09-30,119.3805,,
2019-10-01,118.1887,,
2019-10-03,117.7032,,
2019-10-04,116.1983,,
2019-10-07,115.5768,,
2019-10-09,117.4781,,
2019-10-10,116.5789,,
2019-10-11,117.2726,,
2019-10-14,117.6053,,
2019-10-15,118.5276,,
2019-10-16,118.9502,,
2019-10-17,120.4038,,
2019-10-18,121.321,,
2019-10-22,120.6541,,
2019-10-23,120.9039,,
2019-10-24,120.5589,,
2019-10-25,120.4953,,
2019-10-29,122.679,,
2019-10-30,123.3245,,
2019-10-31,123.7708,,
2019-11-01,123.91,,
2019-11-04,124.3111,,
2019-11-05,123.9984,,
2019-11-06,124.4755,,
2019-11-07,124.9885,,
2019-11-08,123.8197,,
2019-11-11,123.94,,
2019-11-13,123.0879,,
2019-11-14,123.336,,
2019-11-15,123.5242,,
2019-11-18,123.5009,,
2019-11-19,124.0009,,
2019-11-20,124.6307,,
2019-11-21,124.2406,,
2019-11-22,123.7381,,
2019-11-25,125.4207,,
2019-11-26,124.9596,,
2019-11-27,125.6791,,
2019-11-28,126.2893,,
2019-11-29,125.2596,,
2019-12-02,125.1598,,
2019-12-03,124.4424,,
2019-12-04,124.9758,,
2019-12-05,124.6367,,
2019-12-06,123.5128,,
2019-12-09,123.672,,
2019-12-10,122.7385,,
2019-12-11,123.2788,,
2019-12-12,123.9914,,
2019-12-13,125.2496,,
2019-12-16,124.8771,,
2019-12-17,126.0227,,
2019-12-18,126.5553,,
2019-12-19,126.8688,,
2019-12-20,127.083,,
2019-12-23,126.9944,,
2019-12-24,126.5362,,
2019-12-26,125.7478,,
2019-12-27,126.9826,,
2019-12-30,127.0727,,
2019-12-31,126.22,,
2020-01-01,126.3788,,
2020-01-02,127.475,,
2020-01-03,126.9031,,
2020-01-06,124.4137,,
2020-01-07,125.037,,
2020-01-08,124.8289,,
2020-01-09,126.8221,,
2020-01-10,127.2445,,
2020-01-13,128.035,,
2020-01-14,128.4026,,
2020-01-15,128.3105,,
2020-01-16,128.4538,,
2020-01-17,128.4798,,
2020-01-20,127.2209,,
2020-01-21,126.6831,,
2020-01-22,126.0929,,
2020-01-23,126.9958,,
2020-01-24,127.7385,,
2020-01-27,126.4603,,
2020-01-28,125.8416,,
2020-01-29,126.6668,,
2020-01-30,125.5213,,
2020-01-31,124.654,,
2020-02-03,121.9823,,
2020-02-04,124.6892,,
2020-02-05,125.9582,,
2020-02-06,126.6046,,
2020-02-07,126.338,,
2020-02-10,125.6282,,
2020-02-11,126.2657,,
2020-02-12,127.0674,,
2020-02-13,126.7922,,
2020-02-14,126.053,,
2020-02-17,125.2657,,
2020-02-18,124.7381,,
2020-02-19,126.2325,,
2020-02-20,125.9045,,
2020-02-24,123.2841,,
2020-02-25,122.8973,,
2020-02-26,121.5999,,
2020-02-27,121.107,,
2020-02-28,116.5983,,
2020-03-02,116.0458,,
2020-03-03,117.9883,,
2020-03-04,117.3396,,
2020-03-05,117.577,,
2020-03-06,114.6752,,
2020-03-09,109.0053,,
2020-03-11,108.9993,,
2020-03-12,99.9946,,
2020-03-13,103.7444,,
2020-03-16,96.0001,,
2020-03-17,93.7682,,
2020-03-18,88.6591,,
2020-03-19,86.3699,,
2020-03-20,91.1473,,
2020-03-23,79.4364,,
2020-03-24,81.3484,,
2020-03-25,86.2689,,
2020-03-26,90.2652,,
2020-03-27,89.876,,
2020-03-30,86.3906,,
2020-03-31,89.6315,,
2020-04-01,86.3053,,
2020-04-03,84.5772,,
2020-04-07,91.7474,,
2020-04-08,91.5782,,
2020-04-09,95.3392,,
2020-04-13,94.1612,,
2020-04-15,93.7351,,
2020-04-16,94.5656,,
2020-04-17,97.2237,,
2020-04-20,97.1384,,
2020-04-21,94.2637,,
2020-04-22,96.334,,
2020-04-23,97.4956,,
2020-04-24,95.8122,,
2020-04-27,97.2156,,
2020-04-28,98.1124,,
2020-04-29,99.7985,,
2020-04-30,102.8826,,
2020-05-04,97.1109,,
2020-05-05,96.2117,,
2020-05-06,96.9349,,
2020-05-07,96.1423,,
2020-05-08,96.7454,,
2020-05-11,96.7778,,
2020-05-12,96.3064,,
2020-05-13,98.1702,,
2020-05-14,95.944,,
2020-05-15,95.7743,,
